VehicleID,TotalCO2Emissions,TotalMaxWaitingTime
1075,782954.2131625243,22.0
1076,1294649.2584754175,73.0
1077,1234064.0491792862,18.0
1078,864278.5812100655,22.0
1079,1052099.0177588405,41.0
1080,3576797.687112725,205.0
1082,2834032.562232237,180.0
1083,1155485.7817786317,43.0
1084,2899989.922326618,178.0
1087,330067.0401818016,0.0
1065,1398762.7123032017,68.0
1088,539276.2281954514,6.0
1089,1874432.5539865734,92.0
1090,2851433.36932379,157.0
1086,2292854.6082226806,144.0
1092,1677714.171490613,75.0
1093,660959.4455153969,5.0
1094,1026820.9748654213,40.0
1096,1216712.9673155847,67.0
1095,548977.136696839,16.0
1098,609505.0175733906,1.0
1099,1637331.5213144955,50.0
1100,626700.3107366608,0.0
1101,349024.62832128356,0.0
1102,1491663.1968773464,67.0
1103,1210932.026039891,44.0
1104,589018.9463736914,21.0
1105,363320.197810431,0.0
1106,745101.7022960674,24.0
1107,2776173.380046608,159.0
1108,1383952.7337606205,43.0
1109,1136630.1464185736,61.0
1110,1483516.562387044,72.0
1111,1174324.13170744,40.0
1113,1778603.1718540192,78.0
1114,1101702.3623562835,42.0
1085,1811494.9814668654,92.0
1115,2678200.8225775706,144.0
1116,525019.3729768224,13.0
1117,560295.1360868088,4.0
1118,1554296.2851826707,81.0
1119,2160210.069411527,120.0
1121,1576020.1200485206,77.0
1123,1469654.4622592079,66.0
1125,857916.6040482388,31.0
1120,1319455.8102167163,74.0
1127,1282377.9520038762,57.0
1126,1024398.4004203642,29.0
1128,1375354.8585146042,62.0
1130,1068385.9776145334,34.0
1132,954814.2106274298,34.0
1133,440183.65165179374,2.0
1134,2220807.5578930303,99.0
1135,1917632.9157273835,88.0
1136,1383993.0583881321,57.0
1137,998786.2080693819,18.0
1138,990049.9361450662,32.0
1139,1686940.3815267312,79.0
1140,1033369.7208016299,30.0
1141,517291.3383431197,2.0
1142,426994.26926105405,3.0
1143,1320363.760174642,62.0
1145,396049.92649491987,7.0
1144,1563821.2415248891,53.0
1147,1466464.5929526282,59.0
1146,1363408.455512822,48.0
1148,509833.44625849905,0.0
1149,1221343.937027017,61.0
1150,1107787.0551726162,52.0
1151,548386.4641446917,19.0
1152,763046.4259284355,20.0
1153,243570.0778894793,0.0
1154,1734926.5772023033,86.0
1156,1791288.9215267561,92.0
1157,2483583.250400049,119.0
1158,1785309.7321524874,86.0
1159,485781.6783795951,10.0
1162,441831.601849216,1.0
1160,779592.4593601965,40.0
1161,2437045.3545670463,131.0
1164,2051913.9453566284,101.0
1163,1453878.7150141627,83.0
1165,331266.04749658034,0.0
1166,861068.3875873559,33.0
1167,820850.8382578219,27.0
1155,1696612.353151264,84.0
1168,2039766.0730070372,113.0
1169,583582.5392526789,0.0
1170,1223072.5527457816,68.0
1171,1841793.8792235039,99.0
1172,2029815.5248056413,102.0
1173,1644810.7619202128,84.0
1174,1215440.1871867448,56.0
1175,2561532.1497374075,150.0
1176,2408860.5623739287,149.0
1177,1059740.1898811518,51.0
1179,499100.63122152496,10.0
1180,1149561.392326942,53.0
1178,932919.0828676218,52.0
1181,1293825.9528220126,55.0
1182,1097891.0398424463,50.0
1183,1337088.819048219,64.0
1184,2451474.1782152224,130.0
1185,2253467.446987021,126.0
1186,3121460.109608847,181.0
1188,1305032.8255426558,55.0
1189,894069.0150130822,29.0
1190,841222.1460204985,38.0
1191,257457.425407909,0.0
1192,233632.9427568519,0.0
1193,1464509.3870914495,79.0
1194,1436204.9396589086,55.0
1195,1525509.727744725,59.0
1187,742495.0541293932,29.0
1196,1891322.0428583678,101.0
1197,1162075.7625786033,54.0
1198,1558711.570871866,61.0
1199,1268483.2761956507,54.0
